name,smiles,taste
4-O-Methyl sucrose,COC1C(CO)OC(C(C1O)O)OC1(CO)OC(C(C1O)O)CO,sweet
6-O-Methyl sucrose,COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,sweet
"6,6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(CO)OC1OC(COC)C(C(C1O)O)O,sweet
"4,6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)OC,sweet
"4,6-di-O-Methyl sucrose",COCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC)O)O,sweet
"1',6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(COC)OC1OC(CO)C(C(C1O)O)O,sweet
Methyl 2-deoxy-α-D-gluco-pyranoside,COC1CC(O)C(C(O1)CO)O,sweet
Methyl 3-deoxy-α-D-gluco-pyranoside,COC1OC(CO)C(CC1O)O,sweet
Methyl 4-deoxy-α-D-gluco-pyranoside,COC1OC(CO)CC(C1O)O,sweet
Methyl 6-deoxy-α-D-gluco-pyranoside,COC1OC(C)C(C(C1O)O)O,sweet
"Methyl-α-D-2,6-dideoxy-gluco-pyranoside",COC1CC(O)C(C(O1)C)O,bitter
"Methyl-α-D-3,6-dideoxy-gluco-pyranoside",COC1OC(C)C(CC1O)O,bitter
"Methyl-α-D-4,6-dideoxy-gluco-pyranoside",COC1OC(C)CC(C1O)O,bitter
6-Chloro-6-deoxy-D-galactose,COC1OC(CCl)C(C(C1O)O)O,tasteless
6-Chloro-6-deoxy-D-fructofuranose,ClCC1OC(C(C1O)O)(O)CO,sweet
"1,6-dichloro-1,6-deoxy-D-fructofuranose",ClCC1OC(C(C1O)O)(O)CCl,sweet
Methyl glucopyranoside,COC1OC(CO)C(C(C1O)O)O,sweet
6'-Chloro-sucrose,ClCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,sweet
1'-Chloro-sucrose,OCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O,sweet
"1',6'-Dichloro-sucrose",ClCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O,sweet
"1,6-Di-S-1,6-dithio-D-fructofuranose",CSCC1OC(C(C1O)O)(O)CSC,sweet
Alanine,CC(C(=O)O)N,sweet
Asparagine,NC(=O)CC(C(=O)O)N,sweet
Glutamine,OC(=O)CCC(C(=O)N)N,sweet
Glycine,NCC(=O)O,sweet
Histidine,NC(C(=O)O)Cc1c[nH]cn1,sweet
Methionine,CSCCC(C(=O)O)N,sweet
Serine,OCC(C(=O)O)N,sweet
Threonine,CC(C(C(=O)O)N)O,sweet
L-Aspartyl-aminomalonic acid diester 1,COC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N,sweet
L-Aspartyl-aminomalonic acid diester 2,COC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N,sweet
L-Aspartyl-aminomalonic acid diester 3,COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 1",CC(NC(=O)C(C)(C)C)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 2",CC(NC(=O)C(C1CC1)C1CC1)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 3",CC(NC(=O)C1CCCC1)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 4",CC(NC(=O)C1C(C)(C)CCC1(C)C)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 5",CC(NC(=O)c1ccccc1)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 6",CC(NC(=O)C1CCCCC1)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 7",CC(NC(=O)C1C(C)CCCC1C)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 8",CC(NC(=O)C1CC2CC1CC2)NC(=O)C(CC(=O)O)N,sweet
"N-(L-aspartyl)-1,1-diaminoalkane 9",CC(NC(=O)C12CC3CC(C2)CC(C1)C3)NC(=O)C(CC(=O)O)N,sweet
Super aspartame,COC(=O)C(NC(=O)C(NC(=O)Nc1ccc(cc1)C#N)CC(=O)O)Cc1ccccc1,sweet
Sucrononic acid,N#Cc1ccc(cc1)N=C(NC1CCCCCCCC1)NCC(=O)O,sweet
Cyanoarylurea aspartame,COC(=O)C(Cc1ccccc1)CC(=O)CNC(=O)Nc1ccc(cc1)C#N,sweet
Aspartic acid fenchyl ester,COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(C(=O)O)N,sweet
Glycine analog of cyanosuosan,N#Cc1ccc(cc1)NC(=O)NCC(=O)O,sweet
Glycine analog of suosan,O=C(Nc1ccc(cc1)N(=O)=O)NCC(=O)O,sweet
(R)-3-amino-3-phenylpropionic acid analog of N-(4-cyanophenyl)-N' carboxyethyl urea,O=C(Nc1ccc(cc1)N(=O)=O)NC(c1ccccc1)CC(=O)O,tasteless
Nitroaniline (2-amino-4-nitrobenzene),Nc1cccc(c1)N(=O)=O,sweet
Methoxy-nitroaniline,COc1ccc(cc1N)N(=O)=O,sweet
Ethoxy-nitroaniline,CCOc1ccc(cc1N)N(=O)=O,sweet
Butoxy-nitroaniline,CCCCOc1ccc(cc1N)N(=O)=O,sweet
Fluoro-nitroaniline,O=N(=O)c1ccc(c(c1)N)F,sweet
Chloro-nitroaniline,O=N(=O)c1ccc(c(c1)N)Cl,sweet
Bromo-nitroaniline,O=N(=O)c1ccc(c(c1)N)Br,sweet
Iodo-nitroaniline,O=N(=O)c1ccc(c(c1)N)I,sweet
Methyl-nitroaniline,O=N(=O)c1ccc(c(c1)N)C,sweet
Allyl oxy-nitroaniline,C=COc1ccc(cc1N)N(=O)=O,sweet
iso Propoxy-nitroaniline,CC(Oc1ccc(cc1N)N(=O)=O)C,sweet
Hydroxy-nitroaniline,O=N(=O)c1ccc(c(c1)N)O,sweet
Saccharine derivative 1,O=C1NS(=O)(=O)c2c1cccc2N(=O)=O,bitter
Saccharine derivative 2,O=C1NS(=O)(=O)c2c1ccc(c2)N(=O)=O,bitter
Saccharine derivative 3,O=C1NS(=O)(=O)c2c1cc(cc2)N(=O)=O,bitter
Saccharine derivative 4,O=C1NS(=O)(=O)c2c1c(ccc2)N(=O)=O,bitter
Saccharine derivative 5,O=C1NS(=O)(=O)c2c1cccc2N,sweet
Saccharine derivative 7,O=C1c2ccccc2S(=O)(=O)N1C,tasteless
Saccharine derivative 8,CCN1C(=O)c2c(S1(=O)=O)cccc2,tasteless
Saccharine derivative 9,O=N(=O)c1ccc2c(c1)S(=O)(=O)N(C2=O)C,tasteless
Saccharine derivative 10,CCN1C(=O)c2c(S1(=O)=O)c(ccc2)N(=O)=O,tasteless
Saccharine derivative 11,CCN1C(=O)c2c(S1(=O)=O)cc(cc2)N(=O)=O,tasteless
Saccharine derivative 12,CCN1C(=O)c2c(S1(=O)=O)ccc(c2)N(=O)=O,tasteless
Saccharine derivative 13,Fc1ccc2c(c1)S(=O)(=O)NC2=O,sweet
Saccharine derivative 14,Ic1ccc2c(c1)S(=O)(=O)NC2=O,bitter
Saccharine derivative 15,Nc1ccc2c(c1)S(=O)(=O)NC2=O,sweet
Saccharine derivative 16,Oc1ccc2c(c1)S(=O)(=O)NC2=O,sweet
Saccharine derivative 17,COc1ccc2c(c1)S(=O)(=O)NC2=O,tasteless
Saccharine derivative 18,CCOc1ccc2c(c1)S(=O)(=O)NC2=O,tasteless
Saccharine derivative 20,Clc1ccc2c(c1)C(=O)NS2(=O)=O,bitter
Saccharine derivative 21,Nc1ccc2c(c1)C(=O)NS2(=O)=O,tasteless
Saccharine derivative 22,COc1ccc2c(c1)C(=O)NS2(=O)=O,bitter
Saccharine derivative 23,O=C1NS(=O)(=O)c2c1c(Cl)ccc2,sweet
Saccharine derivative 25,O=C1NS(=O)(=O)c2c1c(N)ccc2,sweet
Saccharine derivative 27,COc1cccc2c1S(=O)(=O)NC2=O,bitter
Thiophenesaccharine,O=C1NS(=O)(=O)c2c1csc2,sweet
DL-4-(2-Chloro-2-propyl)-1-carboxaldehyde,ON=CC1=CCC(CC1)C(Cl)(C)C,tasteless
Furfuraldehyde oxime,ON=Cc1ccco1,sweet
syn-hydroxymethyl Furfuraldehyde oxime,ON=Cc1ccc(o1)CO,tasteless
5-Benzyl-2-Furfuraldehyde oxime,ON=Cc1ccc(o1)Cc1ccccc1,sweet
1-Cycloheptene-1-carboxaldehyde oxime,ON=CC1=CCCCCC1,bitter
anti-Cyclohexane carboxaldehyde,ON=CC1CCCCC1,bitter
Dihydroquercetin 3-acetate,CC(=O)OC1C(Oc2c(C1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O,sweet
Hesperitin,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O,sweet
Neoastilbin,Oc1cc(O)c2c(c1)OC(C(C2=O)OC1OC(C)C(C(C1O)O)O)c1ccc(c(c1)O)O,sweet
ortho-Tolylurea,NC(=O)Nc1ccccc1C,tasteless
meta-Tolylurea,NC(=O)Nc1cccc(c1)C,bitter
para-Tolylurea,NC(=O)Nc1ccc(cc1)C,sweet
4-Propoxyphenyl urea,CCCOc1ccc(cc1)NC(=O)N,sweet
Suosan derivative 1 (suosan),O=C(Nc1ccc(cc1)N(=O)=O)NCCC(=O)O,sweet
Suosan derivative 2,CCCNC(=O)Nc1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 3,NC(=O)Nc1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 4,COC(=O)CCNC(=O)Nc1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 6,O=C(Nc1ccc(cc1)N(=O)=O)NCCCC(=O)O,tasteless
Suosan derivative 7,O=C(Nc1ccc(cc1)N(=O)=O)NCCC(=O)OS(=O)(=O)O,tasteless
Suosan derivative 8,O=C(Nc1ccc(cc1)N(=O)=O)NC=CC(=O)O,tasteless
Suosan derivative 9,OC(=O)CCOC(=O)Nc1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 10,OC(=O)CCCNC(=O)c1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 11,OC(=O)CCNC(=S)Nc1ccc(cc1)N(=O)=O,sweet
Suosan derivative 12,O=C(Cc1ccc(cc1)N(=O)=O)NCCC(=O)O,bitter
Suosan derivative 13,OC(=O)CCNC(=O)Oc1ccc(cc1)N(=O)=O,sweet
Suosan derivative 14,O=C(NNc1ccc(cc1)N(=O)=O)CCC(=O)O,tasteless
Suosan derivative 15,OC(=O)CCNNC(=O)c1ccc(cc1)N(=O)=O,tasteless
Suosan derivative 16,N#Cc1ccc(cc1)NC(=O)NCCC(=O)O,sweet
Suosan derivative 17,O=C(Nc1ccccc1)NCCC(=O)O,tasteless
Suosan derivative 18,OC(=O)CCNC(=O)N,tasteless
Pyrrolidine,C1CCCN1,bitter
Pyrrole,c1ccc[nH]1,bitter
Imidazole,c1ncc[nH]1,bitter
Pyrazole,c1ccn[nH]1,bitter
Piperidine,C1CCCNC1,bitter
Piperazine,N1CCNCC1,bitter
Purine,c1ccc2c(c1)[nH]cn2,bitter
Pyridazine,c1ccnnc1,bitter
Pyrazine,n1ccncc1,bitter
Pyridine,c1cccnc1,bitter
Pyrimidine,c1ccncn1,bitter
Strichnine,O=C1CC2OCC=C3C4C2C2N1c1ccccc1C12CCN(C1C4)C3,bitter
Brucine,COc1cc2c(cc1OC)N1C3C42CCN2C4CC4C3C(CC1=O)OCC=C4C2,bitter
Piperine,O=C(N1CCCCC1)C=CC=CC1CCC2C(C1)OCO2,tasteless
Solanine,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3N4CCC(C3)C)C)C2)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(C)C(C(C1O)O)O,bitter
Diterpene derivative 1,O=CC1C(C)(C)CCC2C1(COC(=O)C)C1C(O)CC3CC1(C(=O)O2)C(=O)C3=C,bitter
Diterpene derivative 2,O=CC1C(C)(C)CCC2C1(COC(=O)C)C1C(O)CC3CC1(C(=O)O2)C(=O)C3C,bitter
Diterpene derivative 3,CC(=O)OCC12C(CCC(C2C(=O)O)(C)C)OC(=O)C23C1C(O)CC(C2)C(C3=O)C,bitter
Diterpene derivative 4,COC(=O)C1C(C)(C)CCC2C1(COC(=O)C)C1C(O)CC3CC1(C(=O)O2)C(=O)C3C,bitter
Denatonium chloride,CC[N](Cc1ccc(cc1)Cl)(CC(=O)Nc1c(C)cccc1C)CC,bitter
Denatonium chloride derivative 1,ClC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 2,BrCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 3,ICCCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 4,ClCCCCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 5,ClCCCCCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 6,ClCCCCCCCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 7,ClCCCCCCCCCC[N](CC(=O)Nc1c(C)cccc1C)(C)C,bitter
Denatonium chloride derivative 8,O=C(C[N](Cc1ccc(cc1)Cl)(C)C)Nc1c(C)cccc1C,bitter
Denatonium chloride derivative 9,O=C(C[N](CCc1ccc(cc1)Cl)(C)C)Nc1c(C)cccc1C,bitter
Denatonium chloride derivative 10,O=C(C[N](CCCc1ccc(cc1)Cl)(C)C)Nc1c(C)cccc1C,bitter
Denatonium chloride derivative 11,CC[N](Cc1ccc(cc1)Cl)(CC(=O)Nc1c(C)cccc1C)C,bitter
Denatonium chloride derivative 12,CCCC[N](Cc1ccc(cc1)Cl)(CC(=O)Nc1c(C)cccc1C)C,bitter
Denatonium chloride derivative 13,Clc1ccc(cc1)C[N](Cc1ccccc1)(CC(=O)Nc1c(C)cccc1C)C,bitter
Methyl-β-D-Fructopyranose,COC1(CO)OCC(C(C1O)O)O,sweet
5-deoxy-D-threo-Hexulose,OCC1(O)OCCC(C1O)O,sweet
Oxathiazinon dioxide derivative 2,CCC1=CC(=O)NS(=O)(=O)O1,sweet
Oxathiazinon dioxide derivative 3,CC1=C(C)OS(=O)(=O)NC1=O,sweet
Oxathiazinon dioxide derivative 4,CCC1=C(C)OS(=O)(=O)NC1=O,sweet
Oxathiazinon dioxide derivative 5,CCC1=C(C)C(=O)NS(=O)(=O)O1,sweet
Oxathiazinon dioxide derivative 6,O=C1NS(=O)(=O)OC=C1C,sweet
3-amino-4-chlorobenzoic acid,OC(=O)c1ccc(c(c1)N)Cl,bitter
2-aminobenzoic acid,OC(=O)c1ccccc1N,sweet
2-nitroaniline,O=N(=O)c1ccccc1N,bitter
N-Carbamoyl derivative 1,OC(=O)CCNC(=O)Nc1ccc(cc1)C(=O)O,tasteless
N-Carbamoyl derivative 2,N#CCCNC(=O)Nc1ccc(cc1)N(=O)=O,tasteless
Germacrolide,CC1CCCC2(C1C1OC(=O)C(C1CC2)C)C,bitter
"3-anilino-2-styryl-3H-naphthol[l, 2-d]imidazole-5-sulfonate (SSN)",CC(=C(c1nc2c(n1Nc1ccccc1)cc(c1c2cccc1)S(=O)(=O)O)C)c1ccccc1,sweet
"3-anilino-2-phenyl-3H-naphtho-[I, 2-d]imidazol-5-sulfonate (TSN)",OS(=O)(=O)c1cc2n(Nc3ccccc3)c(nc2c2c1cccc2)c1ccccc1,tasteless
Perillartine,ON=CC1=CCC(CC1)C(=C)C,sweet
"1',4',6'-3Cl-sucrose",ClC1C(O)[C@@](OC1CCl)(OC1OC(CO)C(O)C(O)C1O)CCl,sweet
"1',4'-2Cl-sucrose",ClC1C(O)[C@@](OC1CO)(OC1OC(CO)C(O)C(O)C1O)CCl,sweet
"4'-Br-4,1',6'-3Cl-sucrose",BrC1C(O)[C@@](OC1CCl)(OC1OC(CO)C(Cl)C(O)C1O)CCl,sweet
"4'-F-4,1',6'-3Cl-sucrose",ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(F)C1O)CCl,sweet
"4,1',4',6'-4Br-sucrose",BrC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CBr)C(Br)C1O)CBr,sweet
"4,1',4',6'-4Cl-sucrose",ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(Cl)C1O)CCl,sweet
"4,1',4'-3Cl-sucrose",ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CO)C(Cl)C1O)CCl,sweet
"4,1',6'-3Br-sucrose",BrC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CBr)C(O)C1O)CBr,sweet
"4,1',6'-3F-sucrose",FC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CF)C(O)C1O)CF,sweet
"4,1',6'-3I-sucrose",IC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CI)C(O)C1O)CI,sweet
"4,1'-2Cl-sucrose",ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CO)C(O)C1O)CCl,sweet
"4,4',6'-3Cl-sucrose",ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(Cl)C1O)CO,sweet
"4,6,1',6'-4Cl-sucrose",ClC1C(O)C(O)C(OC1CCl)O[C@@]1(OC(CCl)C(O)C1O)CCl,sweet
4-Cl-sucrose,ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CO)C(O)C1O)CO,sweet
"4-F-1',4',6'-3Br-sucrose",BrC1C(O)[C@@](OC1CBr)(OC1OC(CO)C(F)C(O)C1O)CBr,sweet
"4-F-1',4',6'-3Cl-sucrose",ClC1C(O)[C@@](OC1CCl)(OC1OC(CO)C(F)C(O)C1O)CCl,sweet
4-O-n-propyl glycosides DHC,O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OCCC)cc2)c(O)c1,sweet
"4β,10α-dimethyl-1,2,3,4,5,10-hexahydrofluorene-4α,6α-dicarboxylic acid",O[C@@]1([C@@H]2[C@](CCC[C@]2(c2c1cccc2)C)(C(O)=O)C)C(O)=O,sweet
"6,1',6'-3Cl-sucrose",ClCC1OC(O[C@@]2(OC(CCl)C(O)C2O)CCl)C(O)C(O)C1O,sweet
6-chloro-tryptophan,Clc1c2c([nH]cc2CC(N)C(O)=O)ccc1,sweet
Liquiritin,O1C(CO)C(O)C(O)C(O)C1Oc1ccc(cc1)C1Oc2c(ccc(O)c2)C(=O)C1,sweet
N-Acetyl-D-glucosamine,OC(C(NC(=O)C)C=O)C(O)C(O)CO,sweet
Periandrin I,O1[C@@H](OC2CC[C@]3([C@@H](CC[C@]4([C@@H]3CC[C@@H]3C5=C[C@](CC[C@]5(CC[C@@]34C)C)(C(O)=O)C)C)C2(C)C)C=O)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O)=O,sweet
Periandrin II,O1[C@@H](OC2CC[C@]3([C@@H](CC[C@]4([C@@H]3CC=C3[C@@H]5C[C@](CC[C@]5(CC[C@@]34C)C)(C(O)=O)C)C)C2(C)C)C=O)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O)=O,sweet
Periandrin III,O1C(C(O)=O)C(O)C(O)C(OC2OC(C(O)=O)C(O)C(O)C2O)C1OC1CC[C@]2(C(CC[C@@]3(C2CCC2C4=C[C@@](CC[C@@]4(CC[C@@]23C)C)(C(O)=O)C)C)C1(C)C)CO,sweet
Periandrin IV,O1C(C(O)=O)C(O)C(O)C(OC2OC(C(O)=O)C(O)C(O)C2O)C1OC1CC[C@]2(C(CC[C@@]3(C2CC=C2C4C[C@@](CC[C@@]4(CC[C@@]23C)C)(C(O)=O)C)C)C1(C)C)CO,sweet
Abrusoside B,O1[C@H](OC2CC[C@@]34[C@@H](CC[C@H]5[C@@]3(CC[C@]3(C)[C@]5(CC[C@@H]3C(C)[C@@H]3OC(=O)C(=CC3)C)C)C4)[C@]2(C(O)=O)C)C(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1C(OC)=O,sweet
Abrusoside C,O1[C@H](OC2CC[C@@]34[C@@H](CC[C@H]5[C@@]3(CC[C@]3(C)[C@]5(CC[C@@H]3C(C)[C@@H]3OC(=O)C(=CC3)C)C)C4)[C@]2(C(O)=O)C)C(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1CO,sweet
Abrusoside D,O1[C@H](OC2CC[C@@]34[C@@H](CC[C@H]5[C@@]3(CC[C@]3(C)[C@]5(CC[C@@H]3C(C)[C@@H]3OC(=O)C(=CC3)C)C)C4)[C@]2(C(O)=O)C)C(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1C(O)=O,sweet
Acesulfame potassium_CH3CH2CH2_CH3,S1(OC(C)=C(CCC)C(=O)N1)(=O)=O,sweet
Acesulfame potassium_CH3CH2_H,S1(OC=C(CC)C(=O)N1)(=O)=O,sweet
Acesulfame potassium_H_H,S1(OC=CC(=O)N1)(=O)=O,sweet
Albiziasaponin B,O1C(COC2OCC(O)C(O)C2O)C(O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1CC[C@]2(C(CC[C@@]3(C2CC=C2C4[C@@]5(CC(OC5=O)C(C4)(C)C)C(O)C[C@@]23C)C)C1(C)C)C,sweet
Ammonium glycyrrhizinate,O1[C@H](OC2CC[C@@]3([C@@H]4[C@](CC[C@H]3C2(C)C)(C)[C@]2(CC[C@]3([C@H](C2=CC4=O)C[C@](CC3)(C(O)=O)C)C)C)C)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O)=O.N,sweet
Asp 1,Fc1ccc(cc1)CCNC(=O)C(N)CC(O)=O,sweet
Asp 2,OC(=O)CC(N)C(=O)NCCC1CCCCC1,sweet
Asp 3,OC(=O)CC(N)C(=O)NC(Cc1ccccc1)C,sweet
Asp 4,OC(=O)CC(N)C(=O)NC(Cc1ccc(cc1)C)C,sweet
Asp 5,O(CC(NC(=O)C(N)CC(O)=O)C)c1ccccc1,sweet
Asp 6,Fc1ccc(cc1)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 7,o1cccc1CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 8,OC(=O)CC(N)C(=O)NC(CC1CCCCC1)C,sweet
Asp 9,OC(=O)CC(N)C(=O)NC(CCCC)C,sweet
Asp 10,OC(=O)CC(N)C(=O)NC(CCCCC)C,sweet
Asp 11,OC(=O)CC(N)C(=O)NC(CCC(C)C)C,sweet
Asp 14,O(CCC(NC(=O)C(N)CC(O)=O)C)CC,sweet
Asp 15,OC(=O)CC(N)C(=O)NC(CCCCCC)C,sweet
Asp 16,OC(=O)CC(N)C(=O)NC(Cc1ccccc1)CC,sweet
Asp 17,OC(=O)CC(N)C(=O)NC(Cc1ccccc1)(C)C,sweet
Asp 18,OC(=O)CC(N)C(=O)NC(C(CCCCC)C)C,sweet
Asp 20,O(C(=O)C(NC(=O)C(N)CC(O)=O)CC1CCCCC1)C,sweet
Asp 21,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCC)C,sweet
Asp 22,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCC(C)C)C,sweet
Asp 23,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCCC)C,sweet
Asp 24,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCCCC)C,sweet
Asp 52,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCCNOC(=O)C)C,sweet
Asp 53,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCNOC(=O)C)C,sweet
Asp 55,O(C(=O)C(CC(NC(=O)C(N)CC(O)=O)C(OC)=O)C)C,sweet
Asp 56,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)CCC)C,sweet
Asp 58,O(C(=O)CCCNC(=O)C(N)CC(O)=O)C,sweet
Asp 60,S(CC(NC(=O)C(N)CC(O)=O)C(OC)=O)CC,sweet
Asp 61,S(CC(NC(=O)C(N)CC(O)=O)C(OC)=O)CCC,sweet
Asp 62,S(C(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 63,S(C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 64,O(C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 65,Oc1ccc(cc1)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 66,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCC(OC)=O)C,sweet
Asp 67,O(C(=O)C)CCNC(=O)C(N)CC(O)=O,sweet
Asp 68,O(C(=O)CC)CCNC(=O)C(N)CC(O)=O,sweet
Asp 69,O(C(=O)CCC)CCNC(=O)C(N)CC(O)=O,sweet
Asp 70,O(C(=O)C(C)C)CCNC(=O)C(N)CC(O)=O,sweet
Asp 71,O(C(=O)C1CC1)CCNC(=O)C(N)CC(O)=O,sweet
Asp 72,O(C(=O)C1CCC1)CCNC(=O)C(N)CC(O)=O,sweet
Asp 73,O(C(=O)CC(C)C)CCNC(=O)C(N)CC(O)=O,sweet
Asp 74,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 75,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 76,O(C(=O)C=C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 77,O(C(=O)CCC)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 78,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 79,O(C(=O)C(C)=C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 80,O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 81,O(C(=O)CCCC)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 82,O(C(=O)C(CC)C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 83,O(C(=O)CC(C)C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 84,O(C(=O)C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 85,O(C(=O)C1CC1C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 86,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 87,O(C(=O)C(CC)CC)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 88,O(C(=O)C1CCC1C)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 89,O(C(=O)C1CCCC1)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 90,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 91,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 92,O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 93,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 94,O(C(=O)CCC)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 95,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 96,O(C(=O)CC(C)C)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 97,O(C(=O)C(CC)C)CC(NC(=O)C(N)CC(O)=O)CO,sweet
